author,author_association,state,comments,pull_request,created_at,updated_at,closed_at,body,url,repo
mine-cetinkaya-rundel,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/3545,2019-09-30T14:27:13Z,2020-04-02T15:00:15Z,2019-10-01T08:32:09Z,"Minor updates to some of the help files for datasets in the package.

The only ""correction"" is the number of rows in the economics dataset.",https://github.com/tidyverse/ggplot2/pull/3545,ggplot2
hvaret,NONE,closed,2,https://github.com/tidyverse/ggplot2/pull/3541,2019-09-25T07:18:57Z,2020-03-27T08:21:28Z,2019-09-25T09:03:28Z,"Hi,

I just came across an error message when trying to use `geom_hex()` while the hexbin package is not installed (already described in #3183).

Instead of installing manually hexbin and then let ggplot2 load the entire package using `try_require()` (as with the maps package in #3126), I slightly modified ggplot2 to only import the required functions, and here is a pull request if you think it could make things smoother.

Best regards",https://github.com/tidyverse/ggplot2/pull/3541,ggplot2
yutannihilation,MEMBER,closed,12,https://github.com/tidyverse/ggplot2/pull/3537,2019-09-23T00:20:00Z,2020-04-02T14:59:33Z,2019-10-01T10:01:38Z,Fix #3536 ,https://github.com/tidyverse/ggplot2/pull/3537,ggplot2
thomasp85,MEMBER,closed,17,https://github.com/tidyverse/ggplot2/pull/3534,2019-09-19T18:43:59Z,2019-12-16T16:34:59Z,2019-12-16T16:34:59Z,"This PR implements a parallel to `stat()`, called `mod()` that allows you to mark aesthetics for evaluation just before they are send to the draw method in the geom. At this point the data has been mapped so expressions inside `mod()` will work with mapped data.

The prime use case for this is for tying colour and fill values together:

```r
library(ggplot2)
library(colourspace) # for lighten()
p <- ggplot(mpg, aes(class, hwy))
p + geom_boxplot(aes(colour = class, fill = mod(lighten(colour, 0.4))))
```
![image](https://user-images.githubusercontent.com/1775316/65271788-218e8180-db1e-11e9-8dc7-d3ad589a0118.png)

As can be seen the legend needs some work, but I open now so we can discuss this feature",https://github.com/tidyverse/ggplot2/pull/3534,ggplot2
yutannihilation,MEMBER,closed,18,https://github.com/tidyverse/ggplot2/pull/3529,2019-09-11T12:57:02Z,2020-01-04T14:46:34Z,2020-01-04T14:46:29Z,"Fix #3503

This PR changes `GeomRibbon` from a normal polygon to a polygon + two lines; while `GeomRibbon` is implemented as a polygon, considering that the nature of this geom is to indicate the upper and the lower range along X axis, I believe it's natural that `GeomRibbon` comes with two lines.

Though this is a breaking change, I expect there's very few users using `GeomRibbon` as a closed line. But, I'm not fully confident... If this expectation would fail, I'll withdraw this PR and create a new geom.

``` r
devtools::load_all(""~/Documents/repo/ggplot2"")
#> Loading ggplot2

df <- tibble::tibble(
  y = c(0, 0, 0, 0, 0, 1, 1.5, 1.7, 1.8), 
  upper_y = y + 0.2, 
  lower_y = y - 0.2,
  year = -4:4
)

# can divide the ribbon
df[4, ""upper_y""] <- NA 
df[4, ""lower_y""] <- NA

ggplot(df, aes(year, y)) + geom_line() + 
  geom_ribbon(aes(ymax = upper_y, ymin = lower_y),
              linetype = 2, fill = ""red"", alpha = 0.1, colour = ""black"")
```

![](https://i.imgur.com/TRMLcUF.png)

<sup>Created on 2019-09-02 by the [reprex package](https://reprex.tidyverse.org) (v0.3.0)</sup>",https://github.com/tidyverse/ggplot2/pull/3529,ggplot2
thomasp85,MEMBER,closed,11,https://github.com/tidyverse/ggplot2/pull/3526,2019-09-09T12:31:50Z,2019-12-17T19:42:07Z,2019-12-17T19:37:29Z,This PR changes all calls to `stop()` to `abort()` from rlang. It further removes the last calls to `stopifnot()` in favour of `if (...) abort(...)` which should hopefully result in some better error messages (as well as consistent error tracing across all exceptions),https://github.com/tidyverse/ggplot2/pull/3526,ggplot2
yutannihilation,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/3521,2019-09-07T15:44:15Z,2020-04-15T08:06:21Z,2019-10-13T06:34:57Z,"Fix #3508 

This PR increases the default nbin of colourbar to 300.

I did some experiments, and `nbin = 300` seems sufficient to me (on Windows device). For performance, `nbin = 300` is might be slower a bit, but I think it's acceptable.

``` r
# current master branch
devtools::load_all(""~/repo/R/ggplot2"")
#> Loading ggplot2

p <- ggplot(base::data.frame(x = 1:3)) +
  geom_point(aes(x, x, colour = x))

get_colourbar <- function(nbin) {
  p <- p + scale_color_gradient(
    paste0(""nbin =\n"", nbin),
    guide = guide_colorbar(barheight = grid::unit(1, ""npc"") - grid::unit(4, ""line""),nbin = nbin)
  )
  data <- ggplot_build(p)
  g <- ggplot_gtable(data)
  g$grobs[[15]]
}

gridExtra::grid.arrange(
  get_colourbar(20),
  get_colourbar(40),
  get_colourbar(60),
  get_colourbar(80),
  get_colourbar(100),
  get_colourbar(150),
  get_colourbar(200),
  get_colourbar(250),
  get_colourbar(300),
  get_colourbar(400),
  get_colourbar(500),
  nrow = 1
)
```

![](https://i.imgur.com/FAn2Py4.png)

``` r
res <- bench::mark(
  `nbin = 020` = grid.draw(get_colourbar(20)),
  `nbin = 100` = grid.draw(get_colourbar(100)),
  `nbin = 200` = grid.draw(get_colourbar(200)),
  `nbin = 300` = grid.draw(get_colourbar(300)),
  `nbin = 500` = grid.draw(get_colourbar(500)),
  check = FALSE,
  min_iterations = 30
)

autoplot(res)
#> Loading required namespace: tidyr
```

![](https://i.imgur.com/tXb2BWD.png)",https://github.com/tidyverse/ggplot2/pull/3521,ggplot2
yutannihilation,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/3519,2019-09-06T11:33:10Z,2022-03-27T04:57:14Z,2019-09-27T06:57:04Z,"Close #3514.

This PR make `StatDensity` raise a consistent error with other stats like `StatCount`.

``` r
devtools::load_all(""~/Documents/repo/ggplot2/"")
#> Loading ggplot2

library(ggplot2)

d <- base::data.frame(x = 1:3)

ggplot(d) +
  geom_density(aes(x, x))
#> Error: stat_density() must not be used with a y aesthetic.
```",https://github.com/tidyverse/ggplot2/pull/3519,ggplot2
MaraAlexeev,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/3515,2019-09-02T20:39:34Z,2020-03-10T19:03:39Z,2019-09-03T12:26:08Z,"Fixes #3477

",https://github.com/tidyverse/ggplot2/pull/3515,ggplot2
thomasp85,MEMBER,closed,7,https://github.com/tidyverse/ggplot2/pull/3511,2019-08-30T06:52:29Z,2020-05-05T22:26:15Z,2019-09-04T06:53:38Z,"This is a PR for discussing if this functionality should be in ggplot2 (otherwise I'll just add it to ggforce).

This PR implements `stat_count_2d()`, an equivalent to to `stat_count()` but for counting values that co-occur on both the x and y axis. This is valuable, both when plotting two discrete variables against each other, but also when working with continuous data that has been discretised by rounding etc. Motivating example:

```r
ggplot(iris) + 
  stat_count_2d(aes(Petal.Length, Petal.Width, colour = Species))
```
![image](https://user-images.githubusercontent.com/1775316/63999221-42f1e400-cb03-11e9-8a26-b4912587c927.png)

Right now the stat will also reorder data so that large points are behind small points, but I'd like to have that as a position adjustment instead (sorta like a `position_stack()` in the z-direction)

what say you?",https://github.com/tidyverse/ggplot2/pull/3511,ggplot2
eliocamp,CONTRIBUTOR,closed,4,https://github.com/tidyverse/ggplot2/pull/3510,2019-08-29T15:46:43Z,2020-02-28T07:30:00Z,2019-08-30T09:35:41Z,This adds missing alternative spelling to `scale_colour_date()` and `scale_colour_datetime()`. ,https://github.com/tidyverse/ggplot2/pull/3510,ggplot2
thomasp85,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/3509,2019-08-29T12:53:09Z,2020-02-28T07:30:06Z,2019-08-29T17:12:27Z,"For unknown reasons `Geom` and subclasses doesn't have a `setup_params()` method. It may have not been needed before, but for consistency this PR add's it and calls it right before `setup_data()`

This will make certain parts of #3506 look better/more consistent",https://github.com/tidyverse/ggplot2/pull/3509,ggplot2
thomasp85,MEMBER,closed,47,https://github.com/tidyverse/ggplot2/pull/3506,2019-08-28T07:32:16Z,2020-04-02T14:59:53Z,2019-10-01T09:13:00Z,"Some geoms have directionality constraint, e.g. `geom_histogram()` that requires binning along the x-axis. The gospel has been to use `coord_flip()` if one wanted binning along the y-axis, but that comes with a set of limitations. Further the constraint seems arbitrary from a user perspective. 

This PR explores the possibility of making relevant geoms work in either direction. Hopefully this can completely remove the need for ggstance.

#### Geoms, stats, and positions under consideration

- [x] `geom_bar`
- [x] `geom_histogram`
- [x] `geom_violin`
- [x] `geom_col`
- [x] `geom_linerange()`
- [x] `geom_pointrange()`
- [x] `geom_errorbar()`
- [x] `geom_crossbar()`
- [x] `geom_boxplot()`
- [x] `geom_density()`
- [x] `geom_area()`
- [x] `geom_ribbon()`
- [x] `geom_line()`
- [x] `geom_smooth()`
- [x] `stat_bin()`
- [x] `stat_boxplot()`
- [x] `stat_count()`
- [x] `stat_density()`
- [x] `stat_ydensity()` (consider renaming this for clarity)
- [x] `stat_summary()`
- [x] `position_dodge()`
- [x] `position_dodge2()`
- [x] `position_fill()`
- [x] `position_stack()`
- [x] `position_jitterdodge()`

Please add to this list if anything comes up. @clauswilke when we have settled on this it would be great if ggridges could be updated to reflect this as well",https://github.com/tidyverse/ggplot2/pull/3506,ggplot2
capebulbs,NONE,closed,9,https://github.com/tidyverse/ggplot2/pull/3505,2019-08-27T18:52:48Z,2020-05-03T04:15:52Z,2020-05-03T04:15:51Z,"…plot

To realize the minimalist style of boxplot like the one inside
http://biochemres.com/beautiful-minimalist-boxplots-with-r-and-ggplot2
Instead of adding extra geom_segment over geom_boxplot, now the color of middle bar can be colored separately by setting middle.colo(u)r. And this feature can be turned off by setting separate.middle = FALSE, the middle bar will be colored with the outline of boxplot/crossbar by the col parameter, which acts as what ggplot2 does currently",https://github.com/tidyverse/ggplot2/pull/3505,ggplot2
yutannihilation,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/3499,2019-08-23T04:08:48Z,2020-02-22T12:39:47Z,2019-08-26T11:17:15Z,"Closes #3489 (I think it should be fixed on tibble's side, though)

As we saw #3048, using tibble internally causes unexpected errors because the existing codes expects a bare data.frame. I think #3489 is just a bug on tibble's side, but, I believe it's better for ggplot2 internals to stick with a bare data.frame for consistency.

Note that this pull request leaves these two `tibble()` uses as is because they don't seem the cases when the result is used internally.

https://github.com/tidyverse/ggplot2/blob/b8420241309c8eea00d7086002c01cdf38a50eac/R/summarise-plot.R#L66-L70
https://github.com/tidyverse/ggplot2/blob/b8420241309c8eea00d7086002c01cdf38a50eac/R/summarise-plot.R#L134-L136",https://github.com/tidyverse/ggplot2/pull/3499,ggplot2
yutannihilation,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/3495,2019-08-21T06:29:22Z,2020-02-21T22:19:57Z,2019-08-24T14:56:31Z,"This PR removes lazyeval from Imports.

I didn't notice, but lazyeval package is no longer used since v3.1.0. More precisely, we only imports `f_eval()` from lazyeval but it was removed by this commit: https://github.com/tidyverse/ggplot2/commit/d9f2cd4b6848c8b86a78ae63cf2fd52d1e124f9a#diff-43ce5f73e89026d3e9ec337c66087370",https://github.com/tidyverse/ggplot2/pull/3495,ggplot2
clauswilke,MEMBER,closed,7,https://github.com/tidyverse/ggplot2/pull/3494,2019-08-20T02:20:26Z,2020-02-23T18:40:24Z,2019-08-27T14:02:28Z,"Closes #3252.

``` r
library(ggplot2)

p <- ggplot(mpg, aes(x = class)) +
  geom_bar() +
  coord_flip() +
  labs(
    title = ""SUVs are the most popular"",
    subtitle = ""Number of cars of different classes in the mpg dataset"") +
  theme(axis.title.y = element_blank())

p
```

![](https://i.imgur.com/YJc52JJ.png)

``` r

p + theme(plot.title.position = ""plot"")
```

![](https://i.imgur.com/6YvypD6.png)

<sup>Created on 2019-08-19 by the [reprex package](https://reprex.tidyverse.org) (v0.3.0)</sup>",https://github.com/tidyverse/ggplot2/pull/3494,ggplot2
clauswilke,MEMBER,closed,11,https://github.com/tidyverse/ggplot2/pull/3493,2019-08-19T23:40:18Z,2020-02-22T20:23:12Z,2019-08-26T18:27:06Z,"This seems to fix #3492.

``` r

library(tidyverse)
library(tibble)
ds <- mtcars %>%
  rownames_to_column() %>%
  select(car = rowname, mpg)

ds_size = rep(8, nrow(ds))
ds_size[10] <- 12

ds %>%
  ggplot(aes(x = car, y = mpg)) +
  coord_flip() +
  theme(axis.text.y = element_text(size = ds_size))
```

![](https://i.imgur.com/5DaunA9.png)

<sup>Created on 2019-08-19 by the [reprex package](https://reprex.tidyverse.org) (v0.3.0)</sup>

<details>

<summary>Session info</summary>

``` r
devtools::session_info()
#> ─ Session info ──────────────────────────────────────────────────────────
#>  setting  value                       
#>  version  R version 3.6.0 (2019-04-26)
#>  os       macOS Mojave 10.14.5        
#>  system   x86_64, darwin15.6.0        
#>  ui       X11                         
#>  language (EN)                        
#>  collate  en_US.UTF-8                 
#>  ctype    en_US.UTF-8                 
#>  tz       America/Chicago             
#>  date     2019-08-19                  
#> 
#> ─ Packages ──────────────────────────────────────────────────────────────
#>  package     * version    date       lib source        
#>  assertthat    0.2.1      2019-03-21 [1] CRAN (R 3.6.0)
#>  backports     1.1.4      2019-04-10 [1] CRAN (R 3.6.0)
#>  broom         0.5.2      2019-04-07 [1] CRAN (R 3.6.0)
#>  callr         3.3.1      2019-07-18 [1] CRAN (R 3.6.0)
#>  cellranger    1.1.0      2016-07-27 [1] CRAN (R 3.6.0)
#>  cli           1.1.0      2019-03-19 [1] CRAN (R 3.6.0)
#>  colorspace    1.4-1      2019-03-18 [1] CRAN (R 3.6.0)
#>  crayon        1.3.4      2017-09-16 [1] CRAN (R 3.6.0)
#>  curl          4.0        2019-07-22 [1] CRAN (R 3.6.0)
#>  desc          1.2.0      2018-05-01 [1] CRAN (R 3.6.0)
#>  devtools      2.0.2      2019-04-08 [1] CRAN (R 3.6.0)
#>  digest        0.6.20     2019-07-04 [1] CRAN (R 3.6.0)
#>  dplyr       * 0.8.3      2019-07-04 [1] CRAN (R 3.6.0)
#>  evaluate      0.14       2019-05-28 [1] CRAN (R 3.6.0)
#>  forcats     * 0.4.0      2019-02-17 [1] CRAN (R 3.6.0)
#>  fs            1.3.1      2019-05-06 [1] CRAN (R 3.6.0)
#>  generics      0.0.2      2018-11-29 [1] CRAN (R 3.6.0)
#>  ggplot2     * 3.2.1.9000 2019-08-19 [1] local         
#>  glue          1.3.1      2019-03-12 [1] CRAN (R 3.6.0)
#>  gtable        0.3.0      2019-03-25 [1] CRAN (R 3.6.0)
#>  haven         2.1.0      2019-02-19 [1] CRAN (R 3.6.0)
#>  highr         0.8        2019-03-20 [1] CRAN (R 3.6.0)
#>  hms           0.4.2      2018-03-10 [1] CRAN (R 3.6.0)
#>  htmltools     0.3.6      2017-04-28 [1] CRAN (R 3.6.0)
#>  httr          1.4.0      2018-12-11 [1] CRAN (R 3.6.0)
#>  jsonlite      1.6        2018-12-07 [1] CRAN (R 3.6.0)
#>  knitr         1.23       2019-05-18 [1] CRAN (R 3.6.0)
#>  labeling      0.3        2014-08-23 [1] CRAN (R 3.6.0)
#>  lattice       0.20-38    2018-11-04 [1] CRAN (R 3.6.0)
#>  lazyeval      0.2.2      2019-03-15 [1] CRAN (R 3.6.0)
#>  lubridate     1.7.4      2018-04-11 [1] CRAN (R 3.6.0)
#>  magrittr      1.5        2014-11-22 [1] CRAN (R 3.6.0)
#>  memoise       1.1.0      2017-04-21 [1] CRAN (R 3.6.0)
#>  mime          0.7        2019-06-11 [1] CRAN (R 3.6.0)
#>  modelr        0.1.4      2019-02-18 [1] CRAN (R 3.6.0)
#>  munsell       0.5.0      2018-06-12 [1] CRAN (R 3.6.0)
#>  nlme          3.1-140    2019-05-12 [1] CRAN (R 3.6.0)
#>  pillar        1.4.2      2019-06-29 [1] CRAN (R 3.6.0)
#>  pkgbuild      1.0.4      2019-08-05 [1] CRAN (R 3.6.0)
#>  pkgconfig     2.0.2      2018-08-16 [1] CRAN (R 3.6.0)
#>  pkgload       1.0.2      2018-10-29 [1] CRAN (R 3.6.0)
#>  prettyunits   1.0.2      2015-07-13 [1] CRAN (R 3.6.0)
#>  processx      3.4.1      2019-07-18 [1] CRAN (R 3.6.0)
#>  ps            1.3.0      2018-12-21 [1] CRAN (R 3.6.0)
#>  purrr       * 0.3.2      2019-03-15 [1] CRAN (R 3.6.0)
#>  R6            2.4.0      2019-02-14 [1] CRAN (R 3.6.0)
#>  Rcpp          1.0.2      2019-07-25 [1] CRAN (R 3.6.0)
#>  readr       * 1.3.1      2018-12-21 [1] CRAN (R 3.6.0)
#>  readxl        1.3.1      2019-03-13 [1] CRAN (R 3.6.0)
#>  remotes       2.1.0      2019-06-24 [1] CRAN (R 3.6.0)
#>  rlang         0.4.0      2019-06-25 [1] CRAN (R 3.6.0)
#>  rmarkdown     1.13       2019-05-22 [1] CRAN (R 3.6.0)
#>  rprojroot     1.3-2      2018-01-03 [1] CRAN (R 3.6.0)
#>  rvest         0.3.4      2019-05-15 [1] CRAN (R 3.6.0)
#>  scales        1.0.0      2018-08-09 [1] CRAN (R 3.6.0)
#>  sessioninfo   1.1.1      2018-11-05 [1] CRAN (R 3.6.0)
#>  stringi       1.4.3      2019-03-12 [1] CRAN (R 3.6.0)
#>  stringr     * 1.4.0      2019-02-10 [1] CRAN (R 3.6.0)
#>  testthat      2.1.1      2019-04-23 [1] CRAN (R 3.6.0)
#>  tibble      * 2.1.3      2019-06-06 [1] CRAN (R 3.6.0)
#>  tidyr       * 0.8.3      2019-03-01 [1] CRAN (R 3.6.0)
#>  tidyselect    0.2.5      2018-10-11 [1] CRAN (R 3.6.0)
#>  tidyverse   * 1.2.1      2017-11-14 [1] CRAN (R 3.6.0)
#>  usethis       1.5.0      2019-04-07 [1] CRAN (R 3.6.0)
#>  withr         2.1.2      2018-03-15 [1] CRAN (R 3.6.0)
#>  xfun          0.8        2019-06-25 [1] CRAN (R 3.6.0)
#>  xml2          1.2.0      2018-01-24 [1] CRAN (R 3.6.0)
#>  yaml          2.2.0      2018-07-25 [1] CRAN (R 3.6.0)
#> 
#> [1] /Library/Frameworks/R.framework/Versions/3.6/Resources/library
```

</details>",https://github.com/tidyverse/ggplot2/pull/3493,ggplot2
